external_key,lemma,pos,level,freq_rank,ru_gloss,notes
wfpt-00342,usar,verb,,359,использовать,pilot_safe_subset
wfpt-00343,ajuda,noun,,360,помощь,pilot_safe_subset
wfpt-00344,cabeça,noun,,361,голова,pilot_safe_subset
wfpt-00346,corpo,noun,,363,тело,pilot_safe_subset
wfpt-00360,livro,noun,,378,книга,pilot_safe_subset
wfpt-00363,relação,noun,,381,связь,pilot_safe_subset
wfpt-00365,ajudar,verb,,383,помочь,pilot_safe_subset
wfpt-00366,amigo,noun,,384,друг,pilot_safe_subset
wfpt-00378,norte,noun,,396,север,pilot_safe_subset
wfpt-00384,rede,noun,,402,сеть,pilot_safe_subset
wfpt-00385,universidade,noun,,403,университет,pilot_safe_subset
wfpt-00391,maneira,noun,,409,образ,pilot_safe_subset
wfpt-00395,empresa,noun,,413,бизнес,pilot_safe_subset
wfpt-00401,rua,noun,,420,улица,pilot_safe_subset
wfpt-00409,manhã,noun,,428,утро,pilot_safe_subset
wfpt-00413,povo,noun,,432,народ,pilot_safe_subset
wfpt-00423,futebol,noun,,443,футбол,pilot_safe_subset
wfpt-00424,mês,noun,,444,месяц,pilot_safe_subset
wfpt-00431,mão,noun,,451,рука,pilot_safe_subset
wfpt-00432,papel,noun,,452,бумага,pilot_safe_subset
wfpt-00433,paz,noun,,453,мир,pilot_safe_subset
wfpt-00440,encontrar,verb,,460,найти,pilot_safe_subset
wfpt-00451,produção,noun,,471,производство,pilot_safe_subset
wfpt-00452,sociedade,noun,,472,общество,pilot_safe_subset
wfpt-00468,campo,noun,,488,поле,pilot_safe_subset
wfpt-00476,senhor,noun,,498,господин,pilot_safe_subset
wfpt-00479,começar,verb,,501,начать,pilot_safe_subset
wfpt-00483,filha,noun,,505,дочь,pilot_safe_subset
wfpt-00485,ouvir,verb,,507,слушать,pilot_safe_subset
wfpt-00497,ideia,noun,,520,идея,pilot_safe_subset
wfpt-00510,língua,noun,,536,язык,pilot_safe_subset
wfpt-00515,português,noun,,541,португальский,pilot_safe_subset
wfpt-00519,time,noun,,545,команда,pilot_safe_subset
wfpt-00523,caminho,noun,,549,путь,pilot_safe_subset
wfpt-00527,energia,noun,,553,энергия,pilot_safe_subset
wfpt-00528,festa,noun,,554,вечеринка,pilot_safe_subset
wfpt-00530,nível,noun,,556,уровень,pilot_safe_subset
wfpt-00531,questão,noun,,557,вопрос,pilot_safe_subset
wfpt-00532,respeito,noun,,558,уважение,pilot_safe_subset
wfpt-00538,informação,noun,,564,информация,pilot_safe_subset
wfpt-00540,irmão,noun,,566,брат,pilot_safe_subset
wfpt-00544,partido,noun,,570,партия,pilot_safe_subset
wfpt-00548,sucesso,noun,,574,успех,pilot_safe_subset
wfpt-00549,trabalhar,verb,,575,работать,pilot_safe_subset
wfpt-00551,viver,verb,,577,жить,pilot_safe_subset
wfpt-00553,capital,noun,,579,капитал,pilot_safe_subset
wfpt-00561,professor,noun,,588,учитель,pilot_safe_subset
wfpt-00563,seguir,verb,,590,следовать,pilot_safe_subset
wfpt-00567,ação,noun,,594,акция,pilot_safe_subset
wfpt-00570,criança,noun,,597,ребёнок,pilot_safe_subset
wfpt-00574,imagem,noun,,601,картина,pilot_safe_subset
wfpt-00578,militar,noun,,605,военнослужащий,pilot_safe_subset
wfpt-00582,ordem,noun,,609,заказ,pilot_safe_subset
wfpt-00584,tomar,verb,,611,пить,pilot_safe_subset
wfpt-00585,voz,noun,,612,голос,pilot_safe_subset
wfpt-00587,construção,noun,,614,устроение,pilot_safe_subset
wfpt-00589,fevereiro,noun,,616,февраль,pilot_safe_subset
wfpt-00590,futuro,noun,,617,будущее,pilot_safe_subset
wfpt-00595,visto,noun,,623,виза,pilot_safe_subset
wfpt-00602,jeito,noun,,630,манера,pilot_safe_subset
wfpt-00607,resultado,noun,,635,итог,pilot_safe_subset
wfpt-00610,tradução,noun,,638,перевод,pilot_safe_subset
wfpt-00614,comprar,verb,,642,покупать,pilot_safe_subset
wfpt-00620,ler,verb,,648,читать,pilot_safe_subset
wfpt-00621,luta,noun,,649,драка,pilot_safe_subset
wfpt-00623,mensagem,noun,,651,сообщение,pilot_safe_subset
wfpt-00626,organização,noun,,654,организация,pilot_safe_subset
wfpt-00627,palavra,noun,,655,словo,pilot_safe_subset
wfpt-00628,parar,verb,,656,остановить,pilot_safe_subset
wfpt-00629,pergunta,noun,,657,вопрос,pilot_safe_subset
wfpt-00631,tentar,verb,,659,стараться,pilot_safe_subset
wfpt-00641,decisão,noun,,669,решение,pilot_safe_subset
wfpt-00645,joão,noun,,673,иван,pilot_safe_subset
wfpt-00650,sexo,noun,,678,пол,pilot_safe_subset
wfpt-00651,tecnologia,noun,,679,технология,pilot_safe_subset
wfpt-00652,texto,noun,,680,текст,pilot_safe_subset
wfpt-00653,época,noun,,681,эпоха,pilot_safe_subset
wfpt-00654,arte,noun,,682,искусство,pilot_safe_subset
wfpt-00655,artigo,noun,,683,артикль,pilot_safe_subset
wfpt-00661,prova,noun,,690,испытание,pilot_safe_subset
wfpt-00662,sentir,verb,,691,чувствовать,pilot_safe_subset
wfpt-00663,vontade,noun,,692,воля,pilot_safe_subset
wfpt-00679,conhecer,verb,,709,знать,pilot_safe_subset
wfpt-00682,mostrar,verb,,712,показать,pilot_safe_subset
wfpt-00693,defesa,noun,,723,защита,pilot_safe_subset
wfpt-00702,vitória,noun,,732,победа,pilot_safe_subset
wfpt-00704,boca,noun,,735,рот,pilot_safe_subset
wfpt-00705,canal,noun,,736,канал,pilot_safe_subset
wfpt-00706,carlos,noun,,737,карл,pilot_safe_subset
wfpt-00707,comunicação,noun,,738,общение,pilot_safe_subset
wfpt-00709,contar,verb,,740,читать,pilot_safe_subset
wfpt-00711,ministério,noun,,742,министерство,pilot_safe_subset
wfpt-00721,comer,verb,,753,есть,pilot_safe_subset
wfpt-00725,entender,verb,,757,понять,pilot_safe_subset
wfpt-00727,mercado,noun,,759,базар,pilot_safe_subset
wfpt-00730,resposta,noun,,762,ответ,pilot_safe_subset
wfpt-00732,sol,noun,,764,соль,pilot_safe_subset
wfpt-00744,república,noun,,776,республика,pilot_safe_subset
wfpt-00748,chama,noun,,781,пламя,pilot_safe_subset
wfpt-00752,europa,noun,,785,европа,pilot_safe_subset
wfpt-00757,passo,noun,,790,след,pilot_safe_subset
wfpt-00758,político,noun,,791,политик,pilot_safe_subset
wfpt-00760,razão,noun,,793,разум,pilot_safe_subset
wfpt-00761,rei,noun,,794,король,pilot_safe_subset
wfpt-00766,casamento,noun,,800,свадьба,pilot_safe_subset
wfpt-00768,data,noun,,802,дата,pilot_safe_subset
wfpt-00769,exército,noun,,803,армия,pilot_safe_subset
wfpt-00770,hospital,noun,,804,больница,pilot_safe_subset
wfpt-00775,pagar,verb,,809,платить,pilot_safe_subset
wfpt-00776,realidade,noun,,810,реальность,pilot_safe_subset
wfpt-00781,união,noun,,815,союз,pilot_safe_subset
wfpt-00782,viagem,noun,,816,путешествие,pilot_safe_subset
wfpt-00787,banco,noun,,821,банк,pilot_safe_subset
wfpt-00789,conteúdo,noun,,823,содержание,pilot_safe_subset
wfpt-00793,jornal,noun,,827,газета,pilot_safe_subset
wfpt-00794,mar,noun,,828,море,pilot_safe_subset
wfpt-00796,pedro,noun,,830,пётр,pilot_safe_subset
wfpt-00798,porta,noun,,832,дверь,pilot_safe_subset
wfpt-00799,praia,noun,,833,пляж,pilot_safe_subset
wfpt-00802,revista,noun,,836,журнал,pilot_safe_subset
wfpt-00812,clube,noun,,846,клуб,pilot_safe_subset
wfpt-00813,curso,noun,,847,курс,pilot_safe_subset
wfpt-00820,liga,noun,,854,сплав,pilot_safe_subset
wfpt-00821,presença,noun,,855,присутствие,pilot_safe_subset
wfpt-00823,rádio,noun,,857,радий,pilot_safe_subset
wfpt-00833,experiência,noun,,867,опыт,pilot_safe_subset
wfpt-00837,modelo,noun,,871,макет,pilot_safe_subset
wfpt-00838,natal,noun,,872,рождество,pilot_safe_subset
wfpt-00840,opinião,noun,,874,взгляд,pilot_safe_subset
wfpt-00842,ouro,noun,,876,бубны,pilot_safe_subset
wfpt-00846,sábado,noun,,880,суббота,pilot_safe_subset
wfpt-00849,bairro,noun,,883,квартал,pilot_safe_subset
wfpt-00851,costa,noun,,885,побережье,pilot_safe_subset
wfpt-00852,crime,noun,,886,преступление,pilot_safe_subset
wfpt-00854,diretor,noun,,888,директор,pilot_safe_subset
wfpt-00855,domingo,noun,,889,воскресенье,pilot_safe_subset
wfpt-00857,esperar,verb,,891,ждать,pilot_safe_subset
wfpt-00863,instituto,noun,,897,институт,pilot_safe_subset
wfpt-00875,companhia,noun,,909,діло,pilot_safe_subset
wfpt-00878,dormir,verb,,912,спать,pilot_safe_subset
wfpt-00879,economia,noun,,913,экономика,pilot_safe_subset
wfpt-00885,liberdade,noun,,919,свобода,pilot_safe_subset
wfpt-00890,seleção,noun,,924,отбор,pilot_safe_subset
wfpt-00893,velho,noun,,927,старик,pilot_safe_subset
wfpt-00896,cabelo,noun,,930,волосы,pilot_safe_subset
wfpt-00897,café,noun,,931,кофе,pilot_safe_subset
wfpt-00900,dor,noun,,934,боль,pilot_safe_subset
wfpt-00904,fogo,noun,,938,огонь,pilot_safe_subset
wfpt-00905,irmã,noun,,939,сестра,pilot_safe_subset
wfpt-00916,televisão,noun,,950,телевизор,pilot_safe_subset
wfpt-00920,direção,noun,,954,направление,pilot_safe_subset
wfpt-00921,entrada,noun,,955,статья,pilot_safe_subset
wfpt-00930,massa,noun,,964,масса,pilot_safe_subset
wfpt-00931,missão,noun,,965,миссия,pilot_safe_subset
wfpt-00934,médico,noun,,968,врач,pilot_safe_subset
wfpt-00935,negócio,noun,,969,сделка,pilot_safe_subset
wfpt-00948,cama,noun,,982,кровать,pilot_safe_subset
wfpt-00954,licença,noun,,988,разрешение,pilot_safe_subset
wfpt-00957,mudança,noun,,991,переезд,pilot_safe_subset
wfpt-00958,município,noun,,992,муниципалитет,pilot_safe_subset
wfpt-00962,preço,noun,,996,цена,pilot_safe_subset
wfpt-00963,qualidade,noun,,997,качество,pilot_safe_subset
wfpt-00968,aniversário,noun,,1003,день рождения,pilot_safe_subset
wfpt-00971,conversa,noun,,1006,разговор,pilot_safe_subset
wfpt-00974,escrever,verb,,1009,писать,pilot_safe_subset
wfpt-00975,esposa,noun,,1010,жена,pilot_safe_subset
wfpt-00976,frança,noun,,1011,франция,pilot_safe_subset
wfpt-00977,ilha,noun,,1012,остров,pilot_safe_subset
wfpt-00980,menina,noun,,1015,девочка,pilot_safe_subset
wfpt-00986,querer,verb,,1021,хотеть,pilot_safe_subset
wfpt-00988,verão,noun,,1024,лето,pilot_safe_subset
wfpt-00992,esquerda,noun,,1028,левый,pilot_safe_subset
wfpt-01008,conjunto,noun,,1044,множество,pilot_safe_subset
wfpt-01010,fernando,noun,,1046,фердинанд,pilot_safe_subset
wfpt-01011,fome,noun,,1047,голод,pilot_safe_subset
wfpt-01015,leste,noun,,1051,восток,pilot_safe_subset
wfpt-01017,matar,verb,,1053,убивать,pilot_safe_subset
wfpt-01018,meia,noun,,1054,носок,pilot_safe_subset
wfpt-01019,parque,noun,,1055,парк,pilot_safe_subset
wfpt-01021,reunião,noun,,1057,воссоединение,pilot_safe_subset
wfpt-01022,sonho,noun,,1058,сон,pilot_safe_subset
wfpt-01024,transporte,noun,,1060,перевозка,pilot_safe_subset
wfpt-01029,cor,noun,,1065,цвет,pilot_safe_subset
wfpt-01030,culpa,noun,,1066,изъян,pilot_safe_subset
wfpt-01031,dado,noun,,1067,кость,pilot_safe_subset
wfpt-01035,emprego,noun,,1071,работа,pilot_safe_subset
wfpt-01045,operação,noun,,1081,операция,pilot_safe_subset
wfpt-01048,risco,noun,,1084,риск,pilot_safe_subset
wfpt-01054,beleza,noun,,1091,красота,pilot_safe_subset
wfpt-01065,século,noun,,1102,век,pilot_safe_subset
wfpt-01074,cinema,noun,,1111,кино,pilot_safe_subset
wfpt-01075,classe,noun,,1112,класс,pilot_safe_subset
wfpt-01078,entrevista,noun,,1115,беседа,pilot_safe_subset
wfpt-01086,méxico,noun,,1123,мексика,pilot_safe_subset
wfpt-01089,pedido,noun,,1126,приказ,pilot_safe_subset
wfpt-01094,sangue,noun,,1131,кровь,pilot_safe_subset
wfpt-01095,sede,noun,,1132,жажда,pilot_safe_subset
wfpt-01097,som,noun,,1134,звук,pilot_safe_subset
wfpt-01098,administração,noun,,1135,правление,pilot_safe_subset
wfpt-01102,cena,noun,,1139,сцена,pilot_safe_subset
wfpt-01109,função,noun,,1146,функция,pilot_safe_subset
wfpt-01110,membro,noun,,1148,член,pilot_safe_subset
wfpt-01113,pressão,noun,,1151,давление,pilot_safe_subset
wfpt-01114,procura,noun,,1152,поиск,pilot_safe_subset
wfpt-01120,andar,verb,,1159,гулять,pilot_safe_subset
wfpt-01123,crise,noun,,1162,кризис,pilot_safe_subset
wfpt-01124,céu,noun,,1163,небо,pilot_safe_subset
wfpt-01128,espanha,noun,,1167,испания,pilot_safe_subset
wfpt-01129,evitar,verb,,1168,избегать,pilot_safe_subset
wfpt-01130,guarda,noun,,1169,сторож,pilot_safe_subset
wfpt-01132,indústria,noun,,1171,индустрия,pilot_safe_subset
wfpt-01140,sinal,noun,,1179,сигнал,pilot_safe_subset
wfpt-01146,áfrica,noun,,1185,африка,pilot_safe_subset
wfpt-01149,deputado,noun,,1188,депутат,pilot_safe_subset
wfpt-01153,estrada,noun,,1192,шоссе,pilot_safe_subset
wfpt-01154,festival,noun,,1193,фестиваль,pilot_safe_subset
wfpt-01158,marido,noun,,1197,муж,pilot_safe_subset
wfpt-01160,rosto,noun,,1199,лицо,pilot_safe_subset
wfpt-01162,saída,noun,,1201,выход,pilot_safe_subset
wfpt-01166,alma,noun,,1205,душа,pilot_safe_subset
wfpt-01169,caixa,noun,,1208,ящик,pilot_safe_subset
wfpt-01170,erro,noun,,1209,ошибка,pilot_safe_subset
wfpt-01171,esperança,noun,,1210,надежда,pilot_safe_subset
wfpt-01176,lançamento,noun,,1215,выпуск,pilot_safe_subset
wfpt-01184,praça,noun,,1223,площадь,pilot_safe_subset
wfpt-01187,rainha,noun,,1226,королева,pilot_safe_subset
wfpt-01190,território,noun,,1229,территория,pilot_safe_subset
wfpt-01196,bola,noun,,1235,мяч,pilot_safe_subset
wfpt-01201,general,noun,,1240,генерал,pilot_safe_subset
wfpt-01202,hotel,noun,,1241,гостиница,pilot_safe_subset
wfpt-01207,lixo,noun,,1246,мусор,pilot_safe_subset
wfpt-01210,memória,noun,,1249,память,pilot_safe_subset
wfpt-01212,olho,noun,,1251,око,pilot_safe_subset
wfpt-01219,relatório,noun,,1258,отчёт,pilot_safe_subset
wfpt-01221,telefone,noun,,1260,телефон,pilot_safe_subset
wfpt-01224,trazer,verb,,1263,принести,pilot_safe_subset
wfpt-01225,troca,noun,,1264,обмен,pilot_safe_subset
wfpt-01228,análise,noun,,1268,обзор,pilot_safe_subset
wfpt-01229,argentina,noun,,1269,аргентина,pilot_safe_subset
wfpt-01231,chance,noun,,1271,шанс,pilot_safe_subset
wfpt-01232,ciência,noun,,1272,наука,pilot_safe_subset
wfpt-01237,destino,noun,,1277,судьба,pilot_safe_subset
wfpt-01239,doença,noun,,1279,болезнь,pilot_safe_subset
wfpt-01245,jogador,noun,,1285,игрок,pilot_safe_subset
wfpt-01246,loja,noun,,1287,магазин,pilot_safe_subset
wfpt-01248,números,noun,,1289,кни́га чи́сел,pilot_safe_subset
wfpt-01250,planeta,noun,,1291,планета,pilot_safe_subset
wfpt-01257,vice,noun,,1298,вице,pilot_safe_subset
wfpt-01260,acidente,noun,,1301,авария,pilot_safe_subset
wfpt-01269,francisco,noun,,1311,франциск,pilot_safe_subset
wfpt-01271,japão,noun,,1313,япония,pilot_safe_subset
wfpt-01286,categoria,noun,,1328,категория,pilot_safe_subset
wfpt-01287,chave,noun,,1329,ключ,pilot_safe_subset
wfpt-01288,computador,noun,,1330,компьютер,pilot_safe_subset
wfpt-01290,distância,noun,,1332,расстояние,pilot_safe_subset
wfpt-01291,episódio,noun,,1333,эпизод,pilot_safe_subset
wfpt-01292,espécie,noun,,1334,вид,pilot_safe_subset
wfpt-01308,vítima,noun,,1350,жертва,pilot_safe_subset
wfpt-01311,carnaval,noun,,1353,карнавал,pilot_safe_subset
wfpt-01312,comercial,noun,,1354,реклама,pilot_safe_subset
wfpt-01313,constituição,noun,,1355,конституция,pilot_safe_subset
wfpt-01314,contrato,noun,,1356,договор,pilot_safe_subset
wfpt-01316,dúvida,noun,,1358,сомнение,pilot_safe_subset
wfpt-01320,juiz,noun,,1362,судья,pilot_safe_subset
wfpt-01322,mesa,noun,,1364,стол,pilot_safe_subset
wfpt-01325,negro,noun,,1367,негр,pilot_safe_subset
wfpt-01326,paris,noun,,1368,париж,pilot_safe_subset
wfpt-01329,quantidade,noun,,1371,количество,pilot_safe_subset
wfpt-01330,roupa,noun,,1372,костюм,pilot_safe_subset
wfpt-01331,rússia,noun,,1373,россия,pilot_safe_subset
wfpt-01332,solução,noun,,1374,раствор,pilot_safe_subset
wfpt-01334,advogado,noun,,1377,адвокат,pilot_safe_subset
wfpt-01339,batalha,noun,,1382,бой,pilot_safe_subset
wfpt-01342,comércio,noun,,1385,торговля,pilot_safe_subset
wfpt-01348,eduardo,noun,,1391,эдуард,pilot_safe_subset
wfpt-01352,face,noun,,1395,ru,pilot_safe_subset
wfpt-01356,física,noun,,1399,физика,pilot_safe_subset
wfpt-01357,graça,noun,,1400,помилование,pilot_safe_subset
wfpt-01366,seguro,noun,,1410,страхование,pilot_safe_subset
wfpt-01367,silêncio,noun,,1411,тишина,pilot_safe_subset
wfpt-01368,teste,noun,,1412,тест,pilot_safe_subset
wfpt-01369,técnico,noun,,1413,тренер,pilot_safe_subset
wfpt-01370,violência,noun,,1414,брутальность,pilot_safe_subset
wfpt-01371,voto,noun,,1415,голос,pilot_safe_subset
wfpt-01397,procurar,verb,,1444,искать,pilot_safe_subset
wfpt-01408,artista,noun,,1455,артист,pilot_safe_subset
wfpt-01411,atividade,noun,,1458,активность,pilot_safe_subset
wfpt-01415,dança,noun,,1462,танец,pilot_safe_subset
wfpt-01417,explicar,verb,,1464,объяснить,pilot_safe_subset
wfpt-01421,lima,noun,,1468,лима,pilot_safe_subset
wfpt-01427,reforma,noun,,1474,рефо́рма,pilot_safe_subset
wfpt-01429,resolver,verb,,1476,решить,pilot_safe_subset
wfpt-01433,tiro,noun,,1480,выстрел,pilot_safe_subset
wfpt-01435,velocidade,noun,,1482,скорость,pilot_safe_subset
wfpt-01444,foco,noun,,1491,фокус,pilot_safe_subset
wfpt-01448,jardim,noun,,1495,сад,pilot_safe_subset
wfpt-01451,melhorar,verb,,1498,поднять,pilot_safe_subset
wfpt-01453,nove,noun,,1500,девять,pilot_safe_subset
wfpt-01454,opção,noun,,1501,вариант,pilot_safe_subset
wfpt-01455,passagem,noun,,1502,билет,pilot_safe_subset
wfpt-01458,príncipe,noun,,1505,принц,pilot_safe_subset
wfpt-01459,puta,noun,,1506,блядь,pilot_safe_subset
wfpt-01460,regime,noun,,1507,режим,pilot_safe_subset
wfpt-01474,beber,verb,,1521,выпить,pilot_safe_subset
wfpt-01478,clima,noun,,1525,климат,pilot_safe_subset
wfpt-01480,conceito,noun,,1527,концепт,pilot_safe_subset
wfpt-01482,daniel,noun,,1529,даниил,pilot_safe_subset
wfpt-01487,espanhol,noun,,1534,испанский язык,pilot_safe_subset
wfpt-01492,jornalista,noun,,1539,журналист,pilot_safe_subset
wfpt-01502,peso,noun,,1549,вес,pilot_safe_subset
wfpt-01504,rosa,noun,,1551,роза,pilot_safe_subset
wfpt-01507,usuário,noun,,1554,участник,pilot_safe_subset
wfpt-01516,chuva,noun,,1563,дождь,pilot_safe_subset
wfpt-01527,jorge,noun,,1574,георгий,pilot_safe_subset
wfpt-01529,literatura,noun,,1576,литература,pilot_safe_subset
wfpt-01531,máximo,noun,,1578,максим,pilot_safe_subset
wfpt-01535,possibilidade,noun,,1583,возможность,pilot_safe_subset
wfpt-01537,publicação,noun,,1585,издание,pilot_safe_subset
wfpt-01541,secretário,noun,,1589,секретарь,pilot_safe_subset
wfpt-01542,taxa,noun,,1590,налог,pilot_safe_subset
wfpt-01543,teatro,noun,,1591,театр,pilot_safe_subset
wfpt-01545,universo,noun,,1593,вселенная,pilot_safe_subset
wfpt-01547,álbum,noun,,1595,альбом,pilot_safe_subset
wfpt-01549,aeroporto,noun,,1597,аэропорт,pilot_safe_subset
wfpt-01552,calma,noun,,1600,штиль,pilot_safe_subset
wfpt-01555,coragem,noun,,1603,доблесть,pilot_safe_subset
wfpt-01556,correr,verb,,1604,бегать,pilot_safe_subset
wfpt-01558,cruz,noun,,1606,крест,pilot_safe_subset
wfpt-01559,câncer,noun,,1607,рак,pilot_safe_subset
wfpt-01570,lua,noun,,1619,луна,pilot_safe_subset
wfpt-01574,queda,noun,,1623,падение,pilot_safe_subset
wfpt-01577,resistência,noun,,1626,сопротивление,pilot_safe_subset
wfpt-01578,revolução,noun,,1627,переворот,pilot_safe_subset
wfpt-01580,setor,noun,,1629,сектор,pilot_safe_subset
wfpt-01585,campeão,noun,,1634,чемпион,pilot_safe_subset
wfpt-01588,contexto,noun,,1637,контекст,pilot_safe_subset
wfpt-01595,escritório,noun,,1644,бюро,pilot_safe_subset
wfpt-01602,oeste,noun,,1651,запад,pilot_safe_subset
wfpt-01604,pedra,noun,,1653,камень,pilot_safe_subset
wfpt-01605,pele,noun,,1654,шкура,pilot_safe_subset
wfpt-01608,surpresa,noun,,1657,сюрприз,pilot_safe_subset
wfpt-01610,tentativa,noun,,1659,попытка,pilot_safe_subset
wfpt-01611,teoria,noun,,1660,теория,pilot_safe_subset
wfpt-01613,tocar,verb,,1662,играть,pilot_safe_subset
wfpt-01614,técnica,noun,,1663,техника,pilot_safe_subset
wfpt-01615,índia,noun,,1664,индия,pilot_safe_subset
wfpt-01616,academia,noun,,1665,академия,pilot_safe_subset
wfpt-01621,consciência,noun,,1670,сознание,pilot_safe_subset
wfpt-01625,esquecer,verb,,1674,забыть,pilot_safe_subset
wfpt-01636,portal,noun,,1685,портал,pilot_safe_subset
wfpt-01639,prédio,noun,,1688,здание,pilot_safe_subset
wfpt-01643,vergonha,noun,,1692,стыд,pilot_safe_subset
wfpt-01644,visitar,verb,,1693,посещать,pilot_safe_subset
wfpt-01647,alegria,noun,,1696,радость,pilot_safe_subset
wfpt-01648,animal,noun,,1697,зверь,pilot_safe_subset
wfpt-01649,apresentação,noun,,1698,подача,pilot_safe_subset
wfpt-01650,autoridade,noun,,1699,авторитет,pilot_safe_subset
wfpt-01651,carne,noun,,1700,мясо,pilot_safe_subset
wfpt-01657,del,noun,,1706,набла,pilot_safe_subset
wfpt-01658,distribuição,noun,,1707,pаспределение,pilot_safe_subset
wfpt-01662,leite,noun,,1711,молоко,pilot_safe_subset
wfpt-01669,pensamento,noun,,1718,мышление,pilot_safe_subset
wfpt-01673,posto,noun,,1722,азс,pilot_safe_subset
wfpt-01674,religião,noun,,1723,религия,pilot_safe_subset
wfpt-01683,alemanha,noun,,1732,германия,pilot_safe_subset
wfpt-01690,costas,noun,,1739,спина,pilot_safe_subset
wfpt-01691,cozinha,noun,,1740,кухня,pilot_safe_subset
wfpt-01693,escrita,noun,,1742,письмо,pilot_safe_subset
wfpt-01696,floresta,noun,,1745,лес,pilot_safe_subset
wfpt-01698,golpe,noun,,1747,путч,pilot_safe_subset
wfpt-01699,gás,noun,,1748,газ,pilot_safe_subset
wfpt-01705,marco,noun,,1754,марка,pilot_safe_subset
wfpt-01706,moral,noun,,1755,мораль,pilot_safe_subset
wfpt-01716,volume,noun,,1765,объём,pilot_safe_subset
wfpt-01726,década,noun,,1775,десятилетие,pilot_safe_subset
wfpt-01728,enviar,verb,,1777,бросить,pilot_safe_subset
wfpt-01735,irão,noun,,1785,иран,pilot_safe_subset
wfpt-01737,matemática,noun,,1788,математика,pilot_safe_subset
wfpt-01739,máquina,noun,,1790,машина,pilot_safe_subset
wfpt-01743,parecer,verb,,1794,появляться,pilot_safe_subset
wfpt-01746,princesa,noun,,1797,принцесса,pilot_safe_subset
wfpt-01748,ricardo,noun,,1799,ричард,pilot_safe_subset
wfpt-01764,humor,noun,,1815,юмор,pilot_safe_subset
wfpt-01765,iniciativa,noun,,1816,инициатива,pilot_safe_subset
wfpt-01771,museu,noun,,1822,музей,pilot_safe_subset
wfpt-01784,almoço,noun,,1835,обед,pilot_safe_subset
wfpt-01787,cadeia,noun,,1838,цепь,pilot_safe_subset
wfpt-01788,calor,noun,,1839,жара,pilot_safe_subset
wfpt-01791,chegada,noun,,1842,финиш,pilot_safe_subset
wfpt-01796,homenagem,noun,,1847,почитание,pilot_safe_subset
